source_file,record_type,sample_id,lab_tag,drillhole_id,depth_m,depth_from_m,depth_to_m,sample_type,rock_name,rock_name_original,texture,minerals,alteration,mineralization,description_summary,analyst_or_lab,report_date
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD007@50.0m,41011,OVD007,50.0,,,polished thin section,Well preserved olivine hornblende orthocumulate,,orthocumulate; cuspate intercumulus brown hornblende to 3mm poikilitically enclosing plagioclase laths and rounded olivines,"olivine (rounded, to 2mm, fresh/partly fresh):45-50; intercumulus brown hornblende (abundant); augite (colourless, common); phlogopite (pale brown, to 2mm); plagioclase (stout laths to 1mm); chromite (occasional small crystals); sulfide:~2","narrow dark serpentine-magnetite bands along olivine fractures; some plagioclase to microcrystalline epidote, sericite, pale carbonate; biotite to chlorite","~2% sulfide in primary magmatic sites as cuspate intercumulus grains to 3mm, pyrrhotite-dominated with common chalcopyrite and pentlandite patches","A well preserved olivine hornblende orthocumulate with ~45-50% rounded olivines to 2mm, many fresh or partly fresh. Abundant intercumulus brown hornblende occurs as cuspate grains to 3mm poikilitically enclosing plagioclase laths and rounded olivines. About 2% sulfide occupies primary magmatic intercumulus sites, pyrrhotite-dominated with chalcopyrite and pentlandite patches.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD007@55.9m,41031,OVD007,55.9,,,polished thin section,Ophitic-textured hornblende biotite gabbro,,ophitic; mm-sized fresh brown hornblendes with plagioclase prism inclusions; strong zoning to greenish rims,"brown hornblende (common, fresh); plagioclase; biotite (tan, fresh to partly chloritized); olivine (talc-altered):<5; augite (fresh cores in larger hornblendes); FeTi oxides (fresh, sub-0.5mm):<1; apatite (acicular, common)",partial sericitization of plagioclase; partial chloritization of biotite; talc after olivine,sulfides restricted to a few tiny spots of pyrite-altered pyrrhotite and chalcopyrite,"An ophitic-textured hornblende biotite gabbro in which the common mm-sized brown hornblendes are fresh and commonly contain small plagioclase prisms. Olivines (<5%, talc-altered) are included within brown hornblendes. Note: the analyst was unsure the provided core photo matches the thin section.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD007@58.2m,41025,OVD007,58.2,,,polished thin section,Vari-textured gabbro (texturally complex),,broad fine-grained augite-plagioclase bands to ~1cm hosting coarser leucogabbroic pockets to 1cm+; late chlorite-filled vugs in some pockets,augite; plagioclase (largely replaced by microcrystalline epidote in fine bands); pale brown-green hornblende (in coarse pockets); FeTi oxides (altered):1-2; quartz + titanite + chlorite (minor interstitial),plagioclase almost entirely replaced by murky microcrystalline epidote in fine-grained bands; chlorite and carbonate patches and late veinlets,6-8mm-wide sulfidic band largely pyrrhotite with ~10% chalcopyrite and slightly less pentlandite; discontinuous narrow pyrite band separates a plagioclase-rich band from the sulfide bands,"A bizarre, texturally complex rock probably best broadly termed a vari-textured gabbro, with fine-grained augite-plagioclase bands hosting coarser-grained leucogabbroic pockets. A 6-8mm-wide sulfidic band composed largely of pyrrhotite with ~10% chalcopyrite and slightly less pentlandite occurs within a plagioclase-dominant domain.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD007@87.8m,41026,OVD007,87.8,,,polished thin section,Well preserved subophitic-textured olivine-phyric hornblende microgabbro (close to chilled margin 'parent magma' candidate; 7.1% MgO),,subophitic; average grainsize ~1mm; holocrystalline groundmass,"brown/tan hornblende (abundant, subhedral, fresh); olivine phenocrysts (euhedral, talc-replaced); plagioclase (laths); phlogopite (brown-tan plates):1-2; ilmenite (bladed):1-2; quartz (interstitial):2-4",all former olivines replaced by talcose aggregates,sulfides restricted to rare tiny spots of pyrite and chalcopyrite,A well preserved subophitic-textured olivine-phyric hornblende microgabbro; all former olivine phenocrysts are euhedral crystals replaced by talcose aggregates within a fresh hornblende-plagioclase framework. The rock lacks augite. This sample likely represents a close-to-chilled-margin 'parent magma' for the olivine-hornblende±augite orthocumulates.,"Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD008@27.3m,41028,OVD008,27.3,,,polished thin section,Medium-grained hornblende gabbro,,"subhedral brown hornblende to 4mm in multi-crystal clots, poikilitically including augite, plagioclase laths and FeTi oxides; strongly zoned interstitial plagioclase ~0.5mm","brown hornblende:40-50; augite (occasional fresh, 1-2mm); olivine (sparse, talc-altered); plagioclase (interstitial, stout, zoned); chlorite + calcite + minor quartz (interstitial); apatite (occasional acicular)",talc after olivine; microcrystalline epidote in included plagioclase; pale green actinolite fringes on some hornblendes,the rock lacks sulfides,"A medium-grained hornblende gabbro dominated by subhedral brown hornblende (~40-50%) to 4mm, often in multi-crystal clots, with occasional fresh augite but only sparse talc-altered olivines. Hornblendes show strong brown-to-green zoning and poikilitically include tatty augite and small plagioclase laths. The rock lacks sulfides.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD008@39.5m,41032,OVD008,39.5,,,polished thin section,"Mineral-banded, medium- to coarse-grained, poikilitic-textured hornblende-bearing olivine gabbro",,poikilitic; mineral banding with a diffuse-edged cm-wide paler band (hornblende colour changes brown/tan to mid-green/colourless); brown hornblendes to ~1cm (mostly 2-5mm),"brown hornblende (abundant in main bands); plagioclase (stout, zoned prisms; inclusions); augite (less common, fresh); olivine (talc-altered, in larger hornblendes); phlogopite (pale brown plates); quartz + apatite (subordinate interstitial)",talc after olivine; turbid microcrystalline epidote in plagioclase of the pale band,the rock lacks sulfides,"A mineral-banded, medium- to coarse-grained, poikilitic-textured hornblende-bearing olivine gabbro with a diffuse-edged, cm-wide paler band in which the modal abundance of hornblende decreases significantly. Brown hornblendes reach almost 1cm and host common inclusions of plagioclase, augite and talc-altered olivines. The rock lacks sulfides.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD008@40.1m,41013,OVD008,40.1,,,polished thin section,Mainly fine-grained protomylonite derived from a hornblende gabbro protolith,,"poor foliation, streaky colouration, extensive grainsize reduction; trails of ragged mm-sized porphyroclasts in an extremely fine-grained turbid matrix","actinolite-altered hornblende porphyroclasts; microcrystalline epidote (matrix); chlorite (matrix); actinolite (minor, matrix)","matrix of microcrystalline epidote, chlorite and minor actinolite; narrow subparallel veinlets of chlorite, actinolite and clinozoisite","sparse, scattered tiny spots of pyrite and rare chalcopyrite","A mainly fine-grained protomylonite derived from a hornblende gabbro protolith, with poor foliation but streaky colouration and extensive grainsize reduction. Deformation-recrystallization occurred near the plastic-brittle transition. The rock contains only sparse tiny pyrite spots and rare chalcopyrite.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD008@60.3m,41029,OVD008,60.3,,,polished thin section,"Diffusely mineral-banded, medium- to coarse-grained, poikilitic-textured hornblende-bearing olivine gabbro",,"poikilitic; diffuse mineral banding, darker brown/tan bands vs pale greenish bands; multi-crystal hornblende aggregates","brown hornblende (dominant in dark bands); olivine (talc-altered, to 2mm, common); augite (fresh scraps included in hornblende); plagioclase (stout, epidote-peppered cores); phlogopite (pale brown to greenish plates); apatite (acicular)",talc after olivine; turbid microcrystalline epidote in plagioclase cores; chlorite and white mica patches,the rock lacks sulfides,"Another diffusely mineral-banded, medium- to coarse-grained, poikilitic-textured hornblende-bearing olivine gabbro, very similar to OVD008@39.5m but with more modal (altered) olivine. Colour changes from darker brown/tan to pale greenish bands reflect decreasing modal brown hornblende. The rock lacks sulfides.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD008@88.9m,41030,OVD008,88.9,,,polished thin section,Medium-grained hornblende gabbro (poikilitic texture),,"poikilitic; large brown hornblendes to 4mm with inclusions of plagioclase, augite, FeTi oxides and altered olivines","brown hornblende (large, fresh, greenish rims); plagioclase (strongly zoned, finer-grained); green hornblende; biotite (pale tan); FeTi oxides; apatite (acicular); olivine (altered, included)",interstitial chlorite; irregular bifurcating 1-3mm veinlet of analcime and albite,this sample lacks sulfides despite the 2.5%S in the assay for this interval (mismatch noted by analyst),"A medium-grained hornblende gabbro with a poikilitic texture: plagioclase, augite, FeTi oxides and altered olivines included within large fresh brown hornblendes to 4mm. The rock is cut by a 1-3mm analcime-albite veinlet. This sample lacks sulfides despite the 2.5%S assay for the interval.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD008@90.5m,41024,OVD008,90.5,,,polished thin section,"Finely hornblende-phyric basalt, probably a dyke or (less likely) chilled margin of a hornblende gabbro intrusive unit",,"finely porphyritic; mottled, finely holocrystalline groundmass of interlocking 0.05-0.1mm subhedral untwinned feldspar prisms","former hornblende phenocrysts (chlorite-actinolite-epidote replaced, mm-sized):5-10; untwinned feldspar (groundmass); FeTi oxide granules (tiny, common); chlorite (yellow-green tufts); sulfides:<2","hornblende replaced by chlorite, actinolite and fine-grained epidote; moderate sericite overprint on feldspars",very fine-grained disseminated chalcopyrite throughout; veins <1mm of fine-grained pyrite and locally chlorite. NOTE: assay for this interval indicates ~30% pyrrhotite — thin section does not match the assayed interval,"The assay for this hole/depth indicates a strongly sulfidic rock (~30% pyrrhotite), whereas the thin section is a finely hornblende-phyric basalt with <2% sulfides, probably a dyke or less likely a chilled margin sample. Former hornblende crystals are replaced by chlorite, actinolite and epidote in a finely holocrystalline feldspathic groundmass. Fine disseminated chalcopyrite and <1mm pyrite veins occur throughout.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD009@126.7m,41021,OVD009,126.7,,,polished thin section,"Moderately foliated, brecciated protomylonite (protolith compositionally typical of the hornblende gabbros)",,moderately foliated; microfault-bounded lithons separated by undulose stylolite-like dark seams,carbonate+chlorite (intense alteration); granulated feldspathic material; chloritized former hornblende (drawn into mylonitic fabric),intense carbonate+chlorite alteration,the rock lacks sulfides; from a significant fault zone through the hornblende gabbro unit,"A moderately foliated, brecciated protomylonite very similar to OVD003@202m, with very little protolith texture preserved but compositionally typical of the hornblende gabbros. Microfault-bounded lithons of intensely carbonate+chlorite-altered rock are separated by stylolite-like dark seams. The rock lacks sulfides and is from a significant fault zone. (Report text says 'OVD002@202m', evidently a typo for OVD003@202m.)","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD009@143m,41020,OVD009,143.0,,,polished thin section,Mineralized olivine hornblendite transitional to an olivine hornblende gabbro,,"olivine rounded grains to 3mm, both poikilitically included in brown hornblende and as non-cumulus grains surrounded by fresh augite","olivine (serpentinized, locally to smectite):~20; hornblende:10-15; augite (fresh); plagioclase (stout, ~0.5mm, interstitial aggregates); phlogopite (occasional plates); apatite (acicular); chromite (small euhedra in olivine); sulfide:10-12","serpentine after olivine, replaced locally by yellowish smectite clays; interstitial pale chlorite with matted fibrous actinolite clusters","abundant sulfide (10-12%) as often cuspate blebs 2-8mm: entirely pyrrhotite, to pyrrhotite with 30-40% chalcopyrite and minor (up to ~10%) pentlandite; chalcopyrite and pentlandite often at bleb margins","A mineralized olivine hornblendite transitional to an olivine hornblende gabbro, with ~20% serpentinized rounded olivine to 3mm. Small euhedral chromites occur in altered olivines; hornblendes (~10-15%) poikilitically enclose plagioclase laths. Abundant sulfide (10-12%) forms cuspate blebs 2-8mm, pyrrhotite-dominated with up to 30-40% chalcopyrite and minor pentlandite at margins.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD009@149.5m,41015,OVD009,149.5,,,polished thin section,Vari-textured hornblende gabbro,,even-textured finer-grained (~0.5mm) intergrowth hosting scattered coarser leucogabbro pockets to ~1cm,"plagioclase (sericite-altered prisms); augite (variably chloritized); hornblende (fresh, pale brown):5-10; olivine (rounded, to 0.5mm, partly serpentinized):uncommon; FeTi oxides:very little; apatite (acicular, in pockets)",moderate to strong sericite on plagioclase; chlorite on augite and biotite; partial serpentinization of olivine; carbonate spots in leucogabbro pockets,sulfides limited to sparsely disseminated pyrite cubes and rare tiny splashes of chalcopyrite,"A vari-textured hornblende gabbro mostly constituted by an even-textured intergrowth of finer-grained sericitized plagioclase, variably chloritized augite, ~5-10% fresh pale brown hornblende and uncommon partly serpentinized olivines. Coarser-grained leucogabbro pockets to almost 1cm are scattered irregularly through the rock. Sulfides are limited to sparse pyrite cubes and rare chalcopyrite.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD009@149.8m,,OVD009,149.8,,,polished thin section,Vari-textured gabbro,,finer-grained dominant variant with 3-8mm coarser leucogabbro patches; altered hornblendes and fresh augites poikilitically host small plagioclase prisms,"former hornblende (chlorite-replaced); augite (granular, sub-mm, partly fresh); olivine (occasional euhedra to 0.5mm, chlorite-replaced); plagioclase (heavily sericitized, sub-mm); phlogopite (occasional blades, in patches); FeTi oxides (skeletal); apatite (acicular); Kspar + carbonate (interstitial in patches)",all former hornblendes replaced by chlorite; limited actinolite fringes on augite; heavy sericitization of plagioclase,"an unusual bleb partly sampled at slide edge consists of intergrown carbonate and pyrite laminae, with chalcopyrite concentrated around the margin against the host rock","Another vari-textured gabbro similar to OVD009@149.5m. In the dominant finer-grained variant all former hornblendes are chloritized, augites are partly fresh, and plagioclase is heavily sericitized. Coarser 3-8mm leucogabbro patches lack augite. An unusual carbonate-pyrite laminated bleb with marginal chalcopyrite is partly sampled at the slide edge.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD009@151.6m,41023,OVD009,151.6,,,polished thin section,Mineralized vari-textured hornblende gabbro with sulfidic blebs,,ophitic to sub-ophitic transitional to doleritic; coarser leucogabbroic patches ~10-15% of rock; larger hornblendes (to 2mm) cored by clear augite,"hornblende (brown to green-zoned); augite (to 2.5mm, poikilitic); plagioclase (abundant sericitized laths); FeTi oxides (altered):~1; phlogopite (occasional, variably chloritized); Kspar + apatite + minor quartz (interstitial); olivine:none",sericitization of plagioclase; pale carbonate cores in leucogabbroic patches,"several sulfidic blebs to 6mm with narrow rims of fresh plagioclase, quartz and carbonate, filled by pyrrhotite with local chalcopyrite and pentlandite spots and common pentlandite flames; cellular wispy lower-T pyrite at bleb margins","A mineralized vari-textured hornblende gabbro differing from the preceding samples in having no olivine, more augite and less hornblende, with an ophitic to sub-ophitic texture transitional to doleritic. Coarser leucogabbroic patches make up ~10-15% of the rock. Several sulfidic blebs to 6mm are pyrrhotite-filled with chalcopyrite and pentlandite spots and pentlandite flames.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD009@161m,41017,OVD009,161.0,,,polished thin section,Mineralized olivine-hornblende orthocumulate transitional to a hornblende-bearing wehrlite,,orthocumulate; olivines overgrown by broad shells of fresh augite passing outward to brown hornblende and complex intercumulus zones,"olivine (euhedral-subrounded, serpentinized, to 2mm):30-40; augite (fresh, colourless shells); brown hornblende; plagioclase (stout crystals, intercumulus); chromite (small euhedra in some olivines); sulfide:~10",serpentinization of olivine; abundant intercumulus chlorite hosting bundles of acicular/fibrous actinolite,"irregular ragged-edge sulfide blebs ~10% of rock: very variable pyrrhotite:chalcopyrite (pyrrhotite dominant), subordinate pentlandite; chalcopyrite commonly concentrated at bleb margins and as discrete grains outside blebs; broad chloritic haloes around blebs","A mineralized olivine-hornblende orthocumulate transitional to a hornblende-bearing wehrlite with ~30-40% serpentinized cumulus olivine to 2mm, some hosting small euhedral chromites. Olivines are overgrown by fresh augite shells passing outward to brown hornblende. Sulfide blebs (~10%) are pyrrhotite-dominated with chalcopyrite concentrated at margins and subordinate pentlandite.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD009@171.5m,41016,OVD009,171.5,,,polished thin section,"Well preserved, mineralized olivine-hornblende orthocumulate",,"orthocumulate; intercumulus augite commonly overgrown by brown hornblende poikilitically hosting small plagioclase prisms; sulfide blebs cuspate, restricted to intercumulus sites","olivine (subrounded, fractured, largely fresh, to 2mm):~40; augite (intercumulus); brown hornblende (pale, intercumulus); plagioclase (far subordinate); phlogopite (tan); chromite (small euhedra in olivine); sulfide (irregular spots to ~3mm):~20","common chlorite/serpentine, fibrous actinolite and carbonate; broad chlorite/serpentine haloes on olivines abutting sulfide; some plagioclase to turbid microcrystalline epidote","~20% sulfide as irregular spots to ~3mm; pyrrhotite-dominated with large range in pyrrhotite:chalcopyrite; no tendency for chalcopyrite to concentrate at bleb margins; pentlandite in many blebs, always modally subordinate to chalcopyrite","A well preserved, mineralized olivine-hornblende orthocumulate with ~20% irregular sulfide spots to ~3mm and ~40% mainly subrounded, largely fresh cumulus olivines to 2mm. Intercumulus material is augite and/or pale brown hornblende with subordinate plagioclase and tan phlogopite. Sulfides are pyrrhotite-dominated with variable chalcopyrite and subordinate pentlandite.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD009@178-180m,,OVD009,,178.0,180.0,polished thin section,"Intensely hydrothermally altered rock, probably a leucogabbro dyke (no protolith evidence preserved)",,no shapes of protolith minerals preserved,"carbonate (brown, amorphous; magnesite?); quartz (polycrystalline); chlorite; actinolite (occasional pale green needles); FeTi oxides (bladed, leucoxene-replaced); pyrite (disseminated, sub-0.4mm):1-2",pervasive carbonate-quartz-chlorite replacement; messy leucoxene after FeTi oxides,~1-2% disseminated sub-0.4mm pyrite; despite high-Cr assay no obvious chromites. Analyst: 'The wholerock assay does not match this thin section' — preferred interpretation is that the protolith was a leucogabbro dyke like OVD021@101.5m,"An intensely hydrothermally altered rock, probably a leucogabbro dyke, with no textural or mineralogical evidence of the protolith. It consists of brown amorphous carbonate (magnesite?), polycrystalline quartz and chlorite with ~1-2% disseminated pyrite. The assay for the interval resembles the OVD009@161m orthocumulate, but petrography does not support that; a sample mix-up is suspected.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD009@195.2m,41014,OVD009,195.2,,,polished thin section,Olivine-hornblende orthocumulate (very similar to OVD009@161m),,"orthocumulate; intercumulus domains filled by colourless augite, sometimes overgrown by brown hornblende","olivine (cumulus, to 2mm, entirely serpentinized):30-40; augite (colourless, intercumulus); brown hornblende; phlogopite (occasional bladed tan); plagioclase (stout prisms, epidote-altered); FeTi oxides (few, late); sulfide:2-4",serpentine after olivine; intercumulus cores of chlorite and minor talc; microcrystalline epidote on plagioclase,"~2-4% sulfides as irregular, partly cuspate blebs to 2mm in intercumulus sites with chlorite-carbonate haloes; largely pyrrhotite with up to ~20% chalcopyrite always at bleb margins and 5-10% pentlandite usually abutting chalcopyrite",An olivine-hornblende orthocumulate very similar petrographically to OVD009@161m. Cumulus olivines to 2mm are entirely serpentinized (30-40% of the rock); intercumulus domains are filled by augite and brown hornblende. Sulfide blebs (2-4%) are pyrrhotite-dominated with marginal chalcopyrite (to ~20%) and 5-10% pentlandite.,"Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD021@42.3m,,OVD021,42.3,,,polished thin section,"Well preserved, mineralized olivine-hornblende orthocumulate",,orthocumulate; cracked but fresh subrounded cumulus olivines commonly overgrown by broad zoned brown-green hornblende patches poikilitically enclosing plagioclase prisms,"olivine (cumulus, fresh, to 3mm):~30; brown-green hornblende (intercumulus, zoned); biotite (tan, quite coarse plates); augite (intercumulus, less than preceding orthocumulates); plagioclase (late pockets of fresh stout prisms <0.5mm); sulfide (disseminated spots to ~5mm):5-8",limited; olivines largely fresh,~5-8% disseminated cuspate sulfide spots to ~5mm in intercumulus domains; pyrrhotite-dominated with up to 15-20% chalcopyrite (concentrating along bleb margins) and usually significantly less pentlandite; in several blebs pyrrhotite partly replaced by pyrite-magnetite,"A well preserved, mineralized olivine-hornblende orthocumulate with ~5-8% disseminated sulfide spots to ~5mm, mostly cuspate and intercumulus. Fresh cumulus olivines (~30%) to 3mm are commonly overgrown by zoned brown-to-green hornblende with poikilitic plagioclase. Sulfide blebs are pyrrhotite-dominated with 15-20% chalcopyrite and less pentlandite; pyrrhotite is partly replaced by pyrite-magnetite in several blebs.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD021@76.6m,,OVD021,76.6,,,polished thin section,Mineralized olivine+hornblende orthocumulate,,"orthocumulate; brown hornblende the main intercumulus phase, often entirely enclosing altered olivines; spherical sulfide melt inclusions to 0.3mm hosted in fresh hornblende","olivine (euhedral-subrounded, 1-2mm, talc+serpentine replaced):20-25; brown hornblende (main intercumulus phase); augite (colourless, intercumulus, less abundant); plagioclase (small stumpy crystals); phlogopite (fresh to chloritized plates); chromite (small inclusions in olivine)",olivine entirely replaced by talc and serpentine; carbonate and chlorite patches in intercumulus centres,"patchy sulfides: irregular ragged blebs (some cuspate, filling intercumulus voids) and spherical melt inclusions to 0.3mm in fresh hornblende; all pyrrhotite-dominated with 5-15% each of chalcopyrite and pentlandite, minor magnetite; wispy web of secondary pyrite locally present","A mineralized olivine+hornblende orthocumulate with 20-25% olivine entirely replaced by talc and serpentine, often hosting small chromite inclusions. Notably, spherical sulfide melt inclusions to ~0.5mm hosted in intercumulus hornblende demonstrate a sulfide melt was present as hornblende crystallized. Sulfides are pyrrhotite-dominated with 5-15% each of chalcopyrite and pentlandite.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD021@94.4m,,OVD021,94.4,,,polished thin section,Mineralized olivine+hornblende orthocumulate,,orthocumulate; intercumulus brown hornblendes to ~4mm enclosing rounded altered olivines and plagioclase laths,"olivine (cumulus, rounded, fractured, to 2mm; fresh to totally replaced):~15; brown hornblende (intercumulus, far more abundant than augite); augite (coring larger hornblende patches); phlogopite (tan, variably chloritized plates); plagioclase (local clots, 0.2-0.5mm); actinolite (occasional fibrous sheaves); apatite (acicular); chromite (small inclusions); sulfide (blebby, cuspate, to ~5mm):~10",serpentine and/or talc and brown smectite clays after olivine; chloritization of phlogopite; spotty carbonate,"~10% sulfides as mainly blebby, cuspate grains to ~5mm: dominant pyrrhotite with common chalcopyrite patches often at inclusion margins, and less abundant pentlandite","A mineralized olivine+hornblende orthocumulate with ~10% sulfides as blebby, cuspate grains to ~5mm. Cumulus olivines (~15%) vary from fresh to totally replaced by serpentine/talc/smectite, many with chromite inclusions. Intercumulus brown hornblende dominates over augite; sulfide blebs are pyrrhotite-dominated with marginal chalcopyrite and less pentlandite.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD021@101.5m,,OVD021,101.5,,,polished thin section,Intensely altered aphyric fine-grained leucogabbroic dyke (doleritic texture),,"finely holocrystalline, doleritic; former mafic crystals rarely >0.5mm","quartz (interstitial):10-15; plagioclase (sericitized laths); former mafic minerals (actinolite-epidote-chlorite replaced); FeTi oxides (tiny bladed, leucoxene-replaced)",pervasive recrystallization to quartz-actinolite-chlorite-sericite-microcrystalline epidote-carbonate assemblage,the rock lacks sulfides; no trace of chromites to account for the high-Cr assay (mismatch noted),"With much higher V and Sc and lower Ni, Cu and Co than the olivine+hornblende orthocumulates, this intensely altered rock appears to represent an aphyric, fine-grained leucogabbroic dyke with doleritic texture. Protolith detail is heavily compromised by pervasive quartz-actinolite-chlorite-sericite-epidote-carbonate recrystallization. The rock lacks sulfides; there is no trace of chromites to account for the high-Cr assay.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD021@107.0m,,OVD021,107.0,,,polished thin section,"Strongly mineralized, quite coarse-grained hornblende gabbro",,intergrown euhedral fresh brown hornblende to 2mm (some with augite cores) and large blocky plagioclase prisms to 3mm,"brown hornblende (euhedral, fresh, to 2mm); plagioclase (blocky, variably sericitized, to 3mm); FeTi oxides (euhedral, sub-0.5mm, notably common, uneven); biotite (tan, elongate plates to 2mm); apatite (acicular, in plagioclase); sulfides:~25",variable sericitization of plagioclase,"~25% irregularly disseminated and patchy sulfides as irregular patches, streaks and tapering veinlets dominated by CHALCOPYRITE, with much less pyrrhotite and only small pentlandite areas; distribution suggests sulfide invaded post-crystallization of the gabbro","A strongly mineralized, quite coarse-grained hornblende gabbro with ~25% irregularly disseminated and patchy sulfides. Unlike the orthocumulates, sulfides do not occur as intercumulus blebs but as patches, streaks and tapering veinlets dominated by chalcopyrite with much less pyrrhotite and small pentlandite; the distribution suggests the sulfide invaded after crystallization.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
Asian Battery Metals March 2025 The Oval Summary Report.pdf,petrographic_description,OVD021@116.1m,,OVD021,116.1,,,polished thin section,Well-mineralized olivine+hornblende orthocumulate (approaching net-textured sulfides),,"orthocumulate; intercumulus augite overgrown by pale brown hornblende, remaining voids with tan biotite and minor plagioclase; cuspate sulfide blebs to almost 1cm filling interstitial spaces","olivine (cumulus, fresh and altered, <2mm, subrounded):30-35; augite (colourless, intercumulus); pale brown hornblende; biotite (tan); plagioclase (minor, epidote-altered); chromite (common in olivine and intercumulus phases)","olivine fresh to entirely serpentinized, with red-orange smectite clays replacing serpentine in some crystals","abundant cuspate sulfide blebs to ~1cm around cumulus grains, approaching net-textured (~10%S = ~25% sulfide load): dominantly pyrrhotite with common chalcopyrite patches (not limited to margins) and significantly less pentlandite; narrow magnetite bands along some pyrrhotite contacts against serpentinized olivines","Another well-mineralized olivine+hornblende orthocumulate with abundant (~30-35%) fresh and altered cumulus olivine and cuspate sulfide blebs reaching almost 1cm that fill interstitial spaces, approaching net-textured sulfide (~10%S, ~25% sulfide load). Small chromites are common in olivines and intercumulus augite/hornblende. Sulfides are pyrrhotite-dominated with common chalcopyrite and significantly less pentlandite.","Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29
